source,target,relationship_type
C0133,P1331,HAS_PAYMENT_INSTRUMENT
C0134,D1340,USES_DEVICE
C0134,D1341,USES_DEVICE
C0134,I1340,USES_IP
C0134,I1341,USES_IP
C0134,I0026,USES_IP
C0134,P1340,HAS_PAYMENT_INSTRUMENT
C0135,D1350,USES_DEVICE
C0135,I1350,USES_IP
C0135,P1350,HAS_PAYMENT_INSTRUMENT
C0135,P1351,HAS_PAYMENT_INSTRUMENT
C0136,D1360,USES_DEVICE
C0136,D1361,USES_DEVICE
C0136,D1362,USES_DEVICE
C0136,I1360,USES_IP
C0136,P1360,HAS_PAYMENT_INSTRUMENT
C0136,P1361,HAS_PAYMENT_INSTRUMENT
C0137,D1370,USES_DEVICE
C0137,D1371,USES_DEVICE
C0137,I0027,USES_IP
C0137,P1370,HAS_PAYMENT_INSTRUMENT
C0138,D1380,USES_DEVICE
C0138,D1381,USES_DEVICE
C0138,I1380,USES_IP
C0138,I1381,USES_IP
C0138,I1382,USES_IP
C0138,P1380,HAS_PAYMENT_INSTRUMENT
C0138,P1381,HAS_PAYMENT_INSTRUMENT
C0139,D1390,USES_DEVICE
C0139,D1391,USES_DEVICE
C0139,I1390,USES_IP
C0139,I1391,USES_IP
C0139,I1392,USES_IP
C0139,P1390,HAS_PAYMENT_INSTRUMENT
C0139,P1391,HAS_PAYMENT_INSTRUMENT
C0140,D1400,USES_DEVICE
C0140,D1401,USES_DEVICE
C0140,I1400,USES_IP
C0140,P1400,HAS_PAYMENT_INSTRUMENT
C0141,D1410,USES_DEVICE
C0141,D1411,USES_DEVICE
C0141,I1410,USES_IP
C0141,P1410,HAS_PAYMENT_INSTRUMENT
C0142,D1420,USES_DEVICE
C0142,I1420,USES_IP
C0142,P1420,HAS_PAYMENT_INSTRUMENT
C0142,P1421,HAS_PAYMENT_INSTRUMENT
C0143,D1430,USES_DEVICE
C0143,D1431,USES_DEVICE
C0143,D1432,USES_DEVICE
C0143,I1430,USES_IP
C0143,I1431,USES_IP
C0143,I1432,USES_IP
C0143,P1430,HAS_PAYMENT_INSTRUMENT
C0144,D1440,USES_DEVICE
C0144,I1440,USES_IP
C0144,I1441,USES_IP
C0144,P1440,HAS_PAYMENT_INSTRUMENT
C0145,D1450,USES_DEVICE
C0145,D1451,USES_DEVICE
C0145,D1452,USES_DEVICE
C0145,I1450,USES_IP
C0145,I0029,USES_IP
C0145,I0029,USES_IP
C0145,P1450,HAS_PAYMENT_INSTRUMENT
C0145,P1451,HAS_PAYMENT_INSTRUMENT
C0146,D1460,USES_DEVICE
C0146,D1461,USES_DEVICE
C0146,D1462,USES_DEVICE
C0146,I1460,USES_IP
C0146,P1460,HAS_PAYMENT_INSTRUMENT
C0146,P1461,HAS_PAYMENT_INSTRUMENT
C0147,D1470,USES_DEVICE
C0147,I1470,USES_IP
C0147,P1470,HAS_PAYMENT_INSTRUMENT
C0147,P1471,HAS_PAYMENT_INSTRUMENT
C0148,D1480,USES_DEVICE
C0148,D1481,USES_DEVICE
C0148,I1480,USES_IP
C0148,I1481,USES_IP
C0148,P1480,HAS_PAYMENT_INSTRUMENT
C0148,P1481,HAS_PAYMENT_INSTRUMENT
C0149,D1490,USES_DEVICE
C0149,D1491,USES_DEVICE
C0149,I1490,USES_IP
C0149,P1490,HAS_PAYMENT_INSTRUMENT
C0149,P1491,HAS_PAYMENT_INSTRUMENT
C0150,D1500,USES_DEVICE
C0150,D1501,USES_DEVICE
C0150,I1500,USES_IP
C0150,P1500,HAS_PAYMENT_INSTRUMENT
C0151,D1510,USES_DEVICE
C0151,I1510,USES_IP
C0151,P1510,HAS_PAYMENT_INSTRUMENT
C0151,P1511,HAS_PAYMENT_INSTRUMENT
C0152,D1520,USES_DEVICE
C0152,I1520,USES_IP
C0152,P1520,HAS_PAYMENT_INSTRUMENT
C0152,P1521,HAS_PAYMENT_INSTRUMENT
C0153,D1530,USES_DEVICE
C0153,D1531,USES_DEVICE
C0153,D1532,USES_DEVICE
C0153,I1530,USES_IP
C0153,I1531,USES_IP
C0153,I1532,USES_IP
C0153,P1530,HAS_PAYMENT_INSTRUMENT
C0153,P1531,HAS_PAYMENT_INSTRUMENT
C0154,D1540,USES_DEVICE
C0154,D1541,USES_DEVICE
C0154,I1540,USES_IP
C0154,I1541,USES_IP
C0154,P1540,HAS_PAYMENT_INSTRUMENT
C0154,P1541,HAS_PAYMENT_INSTRUMENT
C0155,D1550,USES_DEVICE
C0155,D1551,USES_DEVICE
C0155,D1552,USES_DEVICE
C0155,I0031,USES_IP
C0155,I1551,USES_IP
C0155,I0031,USES_IP
C0155,P1550,HAS_PAYMENT_INSTRUMENT
C0156,D1560,USES_DEVICE
C0156,D1561,USES_DEVICE
C0156,D1562,USES_DEVICE
C0156,I1560,USES_IP
C0156,P1560,HAS_PAYMENT_INSTRUMENT
C0157,D1570,USES_DEVICE
C0157,I1570,USES_IP
C0157,P1570,HAS_PAYMENT_INSTRUMENT
C0158,D1580,USES_DEVICE
C0158,I1580,USES_IP
C0158,P1580,HAS_PAYMENT_INSTRUMENT
C0158,P1581,HAS_PAYMENT_INSTRUMENT
C0159,D1590,USES_DEVICE
C0159,D1591,USES_DEVICE
C0159,I1590,USES_IP
C0159,P1590,HAS_PAYMENT_INSTRUMENT
C0159,P1591,HAS_PAYMENT_INSTRUMENT
C0160,D1600,USES_DEVICE
C0160,D1601,USES_DEVICE
C0160,D1602,USES_DEVICE
C0160,I0032,USES_IP
C0160,I1601,USES_IP
C0160,P1600,HAS_PAYMENT_INSTRUMENT
C0160,P1601,HAS_PAYMENT_INSTRUMENT
C0161,D1610,USES_DEVICE
C0161,D1611,USES_DEVICE
C0161,D1612,USES_DEVICE
C0161,I1610,USES_IP
C0161,I1611,USES_IP
C0161,I1612,USES_IP
C0161,P1610,HAS_PAYMENT_INSTRUMENT
C0162,D1620,USES_DEVICE
C0162,D1621,USES_DEVICE
C0162,D1622,USES_DEVICE
C0162,I1620,USES_IP
C0162,P1620,HAS_PAYMENT_INSTRUMENT
C0163,D1630,USES_DEVICE
C0163,I1630,USES_IP
C0163,P1630,HAS_PAYMENT_INSTRUMENT
C0163,P1631,HAS_PAYMENT_INSTRUMENT
C0164,D1640,USES_DEVICE
C0164,D1641,USES_DEVICE
C0164,D1642,USES_DEVICE
C0164,I1640,USES_IP
C0164,I1641,USES_IP
C0164,I1642,USES_IP
C0164,P1640,HAS_PAYMENT_INSTRUMENT
C0164,P1641,HAS_PAYMENT_INSTRUMENT
C0165,D1650,USES_DEVICE
C0165,D1651,USES_DEVICE
C0165,D1652,USES_DEVICE
C0165,I1650,USES_IP
C0165,I1651,USES_IP
C0165,P1650,HAS_PAYMENT_INSTRUMENT
C0165,P1651,HAS_PAYMENT_INSTRUMENT
C0166,D1660,USES_DEVICE
C0166,D1661,USES_DEVICE
C0166,I1660,USES_IP
C0166,P1660,HAS_PAYMENT_INSTRUMENT
C0166,P1661,HAS_PAYMENT_INSTRUMENT
C0167,D1670,USES_DEVICE
C0167,D1671,USES_DEVICE
C0167,D1672,USES_DEVICE
C0167,I1670,USES_IP
C0167,I0033,USES_IP
C0167,P1670,HAS_PAYMENT_INSTRUMENT
C0168,D1680,USES_DEVICE
C0168,D1681,USES_DEVICE
C0168,D1682,USES_DEVICE
C0168,I1680,USES_IP
C0168,I0033,USES_IP
C0168,I1682,USES_IP
C0168,P1680,HAS_PAYMENT_INSTRUMENT
C0168,P1681,HAS_PAYMENT_INSTRUMENT
C0169,D1690,USES_DEVICE
C0169,D1691,USES_DEVICE
C0169,D1692,USES_DEVICE
C0169,I1690,USES_IP
C0169,P1690,HAS_PAYMENT_INSTRUMENT
C0170,D1700,USES_DEVICE
C0170,D1701,USES_DEVICE
C0170,I1700,USES_IP
C0170,I1701,USES_IP
C0170,I1702,USES_IP
C0170,P1700,HAS_PAYMENT_INSTRUMENT
C0170,P1701,HAS_PAYMENT_INSTRUMENT
C0171,D1710,USES_DEVICE
C0171,D1711,USES_DEVICE
C0171,D1712,USES_DEVICE
C0171,I1710,USES_IP
C0171,I1711,USES_IP
C0171,P1710,HAS_PAYMENT_INSTRUMENT
C0171,P1711,HAS_PAYMENT_INSTRUMENT
C0172,D1720,USES_DEVICE
C0172,D1721,USES_DEVICE
C0172,I1720,USES_IP
C0172,I1721,USES_IP
C0172,P1720,HAS_PAYMENT_INSTRUMENT
C0172,P1721,HAS_PAYMENT_INSTRUMENT
C0173,D1730,USES_DEVICE
C0173,D1731,USES_DEVICE
C0173,I1730,USES_IP
C0173,I1731,USES_IP
C0173,I1732,USES_IP
C0173,P1730,HAS_PAYMENT_INSTRUMENT
C0174,D1740,USES_DEVICE
C0174,D1741,USES_DEVICE
C0174,I1740,USES_IP
C0174,P1740,HAS_PAYMENT_INSTRUMENT
C0174,P1741,HAS_PAYMENT_INSTRUMENT
C0175,D1750,USES_DEVICE
C0175,I1750,USES_IP
C0175,I1751,USES_IP
C0175,P1750,HAS_PAYMENT_INSTRUMENT
C0176,D1760,USES_DEVICE
C0176,D1761,USES_DEVICE
C0176,D1762,USES_DEVICE
C0176,I1760,USES_IP
C0176,I0035,USES_IP
C0176,I1762,USES_IP
C0176,P1760,HAS_PAYMENT_INSTRUMENT
C0176,P1761,HAS_PAYMENT_INSTRUMENT
C0177,D1770,USES_DEVICE
C0177,D1771,USES_DEVICE
C0177,D1772,USES_DEVICE
C0177,I1770,USES_IP
C0177,I1771,USES_IP
C0177,P1770,HAS_PAYMENT_INSTRUMENT
C0178,D1780,USES_DEVICE
C0178,D1781,USES_DEVICE
C0178,I1780,USES_IP
C0178,I1781,USES_IP
C0178,P1780,HAS_PAYMENT_INSTRUMENT
C0179,D1790,USES_DEVICE
C0179,D1791,USES_DEVICE
C0179,D1792,USES_DEVICE
C0179,I1790,USES_IP
C0179,I1791,USES_IP
C0179,I1792,USES_IP
C0179,P1790,HAS_PAYMENT_INSTRUMENT
C0180,D1800,USES_DEVICE
C0180,D1801,USES_DEVICE
C0180,D1802,USES_DEVICE
C0180,I0036,USES_IP
C0180,I1801,USES_IP
C0180,P1800,HAS_PAYMENT_INSTRUMENT
C0181,D1810,USES_DEVICE
C0181,D1811,USES_DEVICE
C0181,I1810,USES_IP
C0181,P1810,HAS_PAYMENT_INSTRUMENT
C0182,D1820,USES_DEVICE
C0182,D1821,USES_DEVICE
C0182,I1820,USES_IP
C0182,I1821,USES_IP
C0182,I1822,USES_IP
C0182,P1820,HAS_PAYMENT_INSTRUMENT
C0182,P1821,HAS_PAYMENT_INSTRUMENT
C0183,D1830,USES_DEVICE
C0183,D1831,USES_DEVICE
C0183,I1830,USES_IP
C0183,P1830,HAS_PAYMENT_INSTRUMENT
C0184,D1840,USES_DEVICE
C0184,D1841,USES_DEVICE
C0184,I1840,USES_IP
C0184,P1840,HAS_PAYMENT_INSTRUMENT
C0185,D1850,USES_DEVICE
C0185,I1850,USES_IP
C0185,I1851,USES_IP
C0185,P1850,HAS_PAYMENT_INSTRUMENT
C0185,P1851,HAS_PAYMENT_INSTRUMENT
C0186,D1860,USES_DEVICE
C0186,D1861,USES_DEVICE
C0186,D1862,USES_DEVICE
C0186,I1860,USES_IP
C0186,I1861,USES_IP
C0186,P1860,HAS_PAYMENT_INSTRUMENT
C0186,P1861,HAS_PAYMENT_INSTRUMENT
C0187,D1870,USES_DEVICE
C0187,D1871,USES_DEVICE
C0187,D1872,USES_DEVICE
C0187,I1870,USES_IP
C0187,I1871,USES_IP
C0187,I1872,USES_IP
C0187,P1870,HAS_PAYMENT_INSTRUMENT
C0187,P1871,HAS_PAYMENT_INSTRUMENT
C0188,D1880,USES_DEVICE
C0188,D1881,USES_DEVICE
C0188,I1880,USES_IP
C0188,I1881,USES_IP
C0188,P1880,HAS_PAYMENT_INSTRUMENT
C0188,P1881,HAS_PAYMENT_INSTRUMENT
C0189,D1890,USES_DEVICE
C0189,D1891,USES_DEVICE
C0189,I1890,USES_IP
C0189,P1890,HAS_PAYMENT_INSTRUMENT
C0190,D1900,USES_DEVICE
C0190,D1901,USES_DEVICE
C0190,D1902,USES_DEVICE
C0190,I1900,USES_IP
C0190,I1901,USES_IP
C0190,P1900,HAS_PAYMENT_INSTRUMENT
C0191,D1910,USES_DEVICE
C0191,D1911,USES_DEVICE
C0191,I1910,USES_IP
C0191,I1911,USES_IP
C0191,I1912,USES_IP
C0191,P1910,HAS_PAYMENT_INSTRUMENT
C0192,D1920,USES_DEVICE
C0192,D1921,USES_DEVICE
C0192,I1920,USES_IP
C0192,P1920,HAS_PAYMENT_INSTRUMENT
C0192,P1921,HAS_PAYMENT_INSTRUMENT
C0193,D1930,USES_DEVICE
C0193,I0038,USES_IP
C0193,I1931,USES_IP
C0193,P1930,HAS_PAYMENT_INSTRUMENT
C0194,D1940,USES_DEVICE
C0194,D1941,USES_DEVICE
C0194,D1942,USES_DEVICE
C0194,I1940,USES_IP
C0194,P1940,HAS_PAYMENT_INSTRUMENT
C0195,D1950,USES_DEVICE
C0195,I1950,USES_IP
C0195,I1951,USES_IP
C0195,P1950,HAS_PAYMENT_INSTRUMENT
C0195,P1951,HAS_PAYMENT_INSTRUMENT
C0196,D1960,USES_DEVICE
C0196,D1961,USES_DEVICE
C0196,D1962,USES_DEVICE
C0196,I1960,USES_IP
C0196,P1960,HAS_PAYMENT_INSTRUMENT
C0196,P1961,HAS_PAYMENT_INSTRUMENT
C0197,D1970,USES_DEVICE
C0197,D1971,USES_DEVICE
C0197,I1970,USES_IP
C0197,I1971,USES_IP
C0197,I1972,USES_IP
C0197,P1970,HAS_PAYMENT_INSTRUMENT
C0198,D1980,USES_DEVICE
C0198,D1981,USES_DEVICE
C0198,D1982,USES_DEVICE
C0198,I1980,USES_IP
C0198,P1980,HAS_PAYMENT_INSTRUMENT
C0198,P1981,HAS_PAYMENT_INSTRUMENT
C0199,D1990,USES_DEVICE
C0199,I0039,USES_IP
C0199,I1991,USES_IP
C0199,I1992,USES_IP
C0199,P1990,HAS_PAYMENT_INSTRUMENT
C0200,D2000,USES_DEVICE
C0200,D2001,USES_DEVICE
C0200,I2000,USES_IP
C0200,P2000,HAS_PAYMENT_INSTRUMENT
C0201,D2010,USES_DEVICE
C0201,I2010,USES_IP
C0201,I2011,USES_IP
C0201,P2010,HAS_PAYMENT_INSTRUMENT
C0201,P2011,HAS_PAYMENT_INSTRUMENT
C0202,D2020,USES_DEVICE
C0202,D2021,USES_DEVICE
C0202,I2020,USES_IP
C0202,P2020,HAS_PAYMENT_INSTRUMENT
C0202,P2021,HAS_PAYMENT_INSTRUMENT
C0203,D2030,USES_DEVICE
C0203,D2031,USES_DEVICE
C0203,D2032,USES_DEVICE
C0203,I2030,USES_IP
C0203,I2031,USES_IP
C0203,I0040,USES_IP
C0203,P2030,HAS_PAYMENT_INSTRUMENT
C0203,P2031,HAS_PAYMENT_INSTRUMENT
C0204,D2040,USES_DEVICE
C0204,D2041,USES_DEVICE
C0204,D2042,USES_DEVICE
C0204,I2040,USES_IP
C0204,I2041,USES_IP
C0204,I2042,USES_IP
C0204,P2040,HAS_PAYMENT_INSTRUMENT
C0204,P2041,HAS_PAYMENT_INSTRUMENT
C0205,D2050,USES_DEVICE
C0205,D2051,USES_DEVICE
C0205,D2052,USES_DEVICE
C0205,I2050,USES_IP
C0205,I2051,USES_IP
C0205,P2050,HAS_PAYMENT_INSTRUMENT
C0205,P2051,HAS_PAYMENT_INSTRUMENT
C0206,D2060,USES_DEVICE
C0206,D2061,USES_DEVICE
C0206,I2060,USES_IP
C0206,I0041,USES_IP
C0206,I2062,USES_IP
C0206,P2060,HAS_PAYMENT_INSTRUMENT
C0206,P2061,HAS_PAYMENT_INSTRUMENT
C0207,D2070,USES_DEVICE
C0207,D2071,USES_DEVICE
C0207,D2072,USES_DEVICE
C0207,I2070,USES_IP
C0207,I2071,USES_IP
C0207,P2070,HAS_PAYMENT_INSTRUMENT
C0207,P2071,HAS_PAYMENT_INSTRUMENT
C0208,D2080,USES_DEVICE
C0208,I2080,USES_IP
C0208,I2081,USES_IP
C0208,P2080,HAS_PAYMENT_INSTRUMENT
C0208,P2081,HAS_PAYMENT_INSTRUMENT
C0209,D2090,USES_DEVICE
C0209,D2091,USES_DEVICE
C0209,D2092,USES_DEVICE
C0209,I2090,USES_IP
C0209,I2091,USES_IP
C0209,P2090,HAS_PAYMENT_INSTRUMENT
C0209,P2091,HAS_PAYMENT_INSTRUMENT
C0210,D2100,USES_DEVICE
C0210,I2100,USES_IP
C0210,I0042,USES_IP
C0210,I2102,USES_IP
C0210,P2100,HAS_PAYMENT_INSTRUMENT
C0211,D2110,USES_DEVICE
C0211,D2111,USES_DEVICE
C0211,D2112,USES_DEVICE
C0211,I2110,USES_IP
C0211,I2111,USES_IP
C0211,I2112,USES_IP
C0211,P2110,HAS_PAYMENT_INSTRUMENT
C0212,D2120,USES_DEVICE
C0212,D2121,USES_DEVICE
C0212,D2122,USES_DEVICE
C0212,I2120,USES_IP
C0212,I2121,USES_IP
C0212,P2120,HAS_PAYMENT_INSTRUMENT
C0212,P2121,HAS_PAYMENT_INSTRUMENT
C0213,D2130,USES_DEVICE
C0213,D2131,USES_DEVICE
C0213,D2132,USES_DEVICE
C0213,I2130,USES_IP
C0213,I2131,USES_IP
C0213,I2132,USES_IP
C0213,P2130,HAS_PAYMENT_INSTRUMENT
C0214,D2140,USES_DEVICE
C0214,D2141,USES_DEVICE
C0214,D2142,USES_DEVICE
C0214,I0042,USES_IP
C0214,I2141,USES_IP
C0214,I0042,USES_IP
C0214,P2140,HAS_PAYMENT_INSTRUMENT
C0214,P2141,HAS_PAYMENT_INSTRUMENT
C0215,D2150,USES_DEVICE
C0215,D2151,USES_DEVICE
C0215,D2152,USES_DEVICE
C0215,I0043,USES_IP
C0215,P2150,HAS_PAYMENT_INSTRUMENT
C0215,P2151,HAS_PAYMENT_INSTRUMENT
C0216,D2160,USES_DEVICE
C0216,D2161,USES_DEVICE
C0216,I2160,USES_IP
C0216,I2161,USES_IP
C0216,I2162,USES_IP
C0216,P2160,HAS_PAYMENT_INSTRUMENT
C0216,P2161,HAS_PAYMENT_INSTRUMENT
C0217,D2170,USES_DEVICE
C0217,D2171,USES_DEVICE
C0217,D2172,USES_DEVICE
C0217,I2170,USES_IP
C0217,I2171,USES_IP
C0217,I2172,USES_IP
C0217,P2170,HAS_PAYMENT_INSTRUMENT
C0217,P2171,HAS_PAYMENT_INSTRUMENT
C0218,D2180,USES_DEVICE
C0218,D2181,USES_DEVICE
C0218,I2180,USES_IP
C0218,I2181,USES_IP
C0218,I2182,USES_IP
C0218,P2180,HAS_PAYMENT_INSTRUMENT
C0219,D2190,USES_DEVICE
C0219,I2190,USES_IP
C0219,P2190,HAS_PAYMENT_INSTRUMENT
C0219,P2191,HAS_PAYMENT_INSTRUMENT
C0220,D2200,USES_DEVICE
C0220,D2201,USES_DEVICE
C0220,D2202,USES_DEVICE
C0220,I0044,USES_IP
C0220,I2201,USES_IP
C0220,P2200,HAS_PAYMENT_INSTRUMENT
C0220,P2201,HAS_PAYMENT_INSTRUMENT
C0221,D2210,USES_DEVICE
C0221,D2211,USES_DEVICE
C0221,D2212,USES_DEVICE
C0221,I2210,USES_IP
C0221,P2210,HAS_PAYMENT_INSTRUMENT
C0221,P2211,HAS_PAYMENT_INSTRUMENT
C0222,D2220,USES_DEVICE
C0222,D2221,USES_DEVICE
C0222,D2222,USES_DEVICE
C0222,I2220,USES_IP
C0222,I2221,USES_IP
C0222,P2220,HAS_PAYMENT_INSTRUMENT
C0223,D2230,USES_DEVICE
C0223,D2231,USES_DEVICE
C0223,D2232,USES_DEVICE
C0223,I2230,USES_IP
C0223,P2230,HAS_PAYMENT_INSTRUMENT
C0223,P2231,HAS_PAYMENT_INSTRUMENT
C0224,D2240,USES_DEVICE
C0224,D2241,USES_DEVICE
C0224,D2242,USES_DEVICE
C0224,I2240,USES_IP
C0224,P2240,HAS_PAYMENT_INSTRUMENT
C0224,P2241,HAS_PAYMENT_INSTRUMENT
C0225,D2250,USES_DEVICE
C0225,D2251,USES_DEVICE
C0225,D2252,USES_DEVICE
C0225,I2250,USES_IP
C0225,I2251,USES_IP
C0225,P2250,HAS_PAYMENT_INSTRUMENT
C0226,D2260,USES_DEVICE
C0226,I2260,USES_IP
C0226,I2261,USES_IP
C0226,P2260,HAS_PAYMENT_INSTRUMENT
C0227,D2270,USES_DEVICE
C0227,D2271,USES_DEVICE
C0227,D2272,USES_DEVICE
C0227,I2270,USES_IP
C0227,P2270,HAS_PAYMENT_INSTRUMENT
C0227,P2271,HAS_PAYMENT_INSTRUMENT
C0228,D2280,USES_DEVICE
C0228,D2281,USES_DEVICE
C0228,D2282,USES_DEVICE
C0228,I2280,USES_IP
C0228,I2281,USES_IP
C0228,I2282,USES_IP
C0228,P2280,HAS_PAYMENT_INSTRUMENT
C0229,D2290,USES_DEVICE
C0229,D2291,USES_DEVICE
C0229,I0045,USES_IP
C0229,I2291,USES_IP
C0229,I2292,USES_IP
C0229,P2290,HAS_PAYMENT_INSTRUMENT
C0229,P2291,HAS_PAYMENT_INSTRUMENT
C0230,D2300,USES_DEVICE
C0230,I2300,USES_IP
C0230,I2301,USES_IP
C0230,I2302,USES_IP
C0230,P2300,HAS_PAYMENT_INSTRUMENT
C0230,P2301,HAS_PAYMENT_INSTRUMENT
C0231,D2310,USES_DEVICE
C0231,I2310,USES_IP
C0231,I2311,USES_IP
C0231,I2312,USES_IP
C0231,P2310,HAS_PAYMENT_INSTRUMENT
C0232,D2320,USES_DEVICE
C0232,D2321,USES_DEVICE
C0232,I2320,USES_IP
C0232,I2321,USES_IP
C0232,P2320,HAS_PAYMENT_INSTRUMENT
C0232,P2321,HAS_PAYMENT_INSTRUMENT
C0233,D2330,USES_DEVICE
C0233,I2330,USES_IP
C0233,I2331,USES_IP
C0233,I2332,USES_IP
C0233,P2330,HAS_PAYMENT_INSTRUMENT
C0234,D2340,USES_DEVICE
C0234,D2341,USES_DEVICE
C0234,I2340,USES_IP
C0234,P2340,HAS_PAYMENT_INSTRUMENT
C0235,D2350,USES_DEVICE
C0235,I2350,USES_IP
C0235,I2351,USES_IP
C0235,I2352,USES_IP
C0235,P2350,HAS_PAYMENT_INSTRUMENT
C0235,P2351,HAS_PAYMENT_INSTRUMENT
C0236,D2360,USES_DEVICE
C0236,I0047,USES_IP
C0236,I2361,USES_IP
C0236,I2362,USES_IP
C0236,P2360,HAS_PAYMENT_INSTRUMENT
C0237,D2370,USES_DEVICE
C0237,D2371,USES_DEVICE
C0237,D2372,USES_DEVICE
C0237,I2370,USES_IP
C0237,I2371,USES_IP
C0237,P2370,HAS_PAYMENT_INSTRUMENT
C0238,D2380,USES_DEVICE
C0238,I2380,USES_IP
C0238,P2380,HAS_PAYMENT_INSTRUMENT
C0239,D2390,USES_DEVICE
C0239,D2391,USES_DEVICE
C0239,D2392,USES_DEVICE
C0239,I0047,USES_IP
C0239,I2391,USES_IP
C0239,P2390,HAS_PAYMENT_INSTRUMENT
C0240,D2400,USES_DEVICE
C0240,D2401,USES_DEVICE
C0240,D2402,USES_DEVICE
C0240,I2400,USES_IP
C0240,I2401,USES_IP
C0240,P2400,HAS_PAYMENT_INSTRUMENT
C0240,P2401,HAS_PAYMENT_INSTRUMENT
C0241,D2410,USES_DEVICE
C0241,D2411,USES_DEVICE
C0241,I2410,USES_IP
C0241,I2411,USES_IP
C0241,P2410,HAS_PAYMENT_INSTRUMENT
C0242,D2420,USES_DEVICE
C0242,D2421,USES_DEVICE
C0242,D2422,USES_DEVICE
C0242,I2420,USES_IP
C0242,P2420,HAS_PAYMENT_INSTRUMENT
C0242,P2421,HAS_PAYMENT_INSTRUMENT
C0243,D2430,USES_DEVICE
C0243,D2431,USES_DEVICE
C0243,I2430,USES_IP
C0243,I0048,USES_IP
C0243,I2432,USES_IP
C0243,P2430,HAS_PAYMENT_INSTRUMENT
C0243,P2431,HAS_PAYMENT_INSTRUMENT
C0244,D2440,USES_DEVICE
C0244,D2441,USES_DEVICE
C0244,I2440,USES_IP
C0244,I2441,USES_IP
C0244,I2442,USES_IP
C0244,P2440,HAS_PAYMENT_INSTRUMENT
C0245,D2450,USES_DEVICE
C0245,D2451,USES_DEVICE
C0245,I2450,USES_IP
C0245,I2451,USES_IP
C0245,I2452,USES_IP
C0245,P2450,HAS_PAYMENT_INSTRUMENT
C0245,P2451,HAS_PAYMENT_INSTRUMENT
C0246,D2460,USES_DEVICE
C0246,D2461,USES_DEVICE
C0246,I2460,USES_IP
C0246,I2461,USES_IP
C0246,I2462,USES_IP
C0246,P2460,HAS_PAYMENT_INSTRUMENT
C0247,D2470,USES_DEVICE
C0247,D2471,USES_DEVICE
C0247,D2472,USES_DEVICE
C0247,I2470,USES_IP
C0247,P2470,HAS_PAYMENT_INSTRUMENT
C0248,D2480,USES_DEVICE
C0248,D2481,USES_DEVICE
C0248,I2480,USES_IP
C0248,I2481,USES_IP
C0248,P2480,HAS_PAYMENT_INSTRUMENT
C0248,P2481,HAS_PAYMENT_INSTRUMENT
C0249,D2490,USES_DEVICE
C0249,D2491,USES_DEVICE
C0249,I2490,USES_IP
C0249,I2491,USES_IP
C0249,P2490,HAS_PAYMENT_INSTRUMENT
C0249,P2491,HAS_PAYMENT_INSTRUMENT
C0250,D2500,USES_DEVICE
C0250,D2501,USES_DEVICE
C0250,D2502,USES_DEVICE
C0250,I2500,USES_IP
C0250,I2501,USES_IP
C0250,P2500,HAS_PAYMENT_INSTRUMENT
C0250,P2501,HAS_PAYMENT_INSTRUMENT
C0251,D2510,USES_DEVICE
C0251,I2510,USES_IP
C0251,P2510,HAS_PAYMENT_INSTRUMENT
C0252,D2520,USES_DEVICE
C0252,D2521,USES_DEVICE
C0252,I2520,USES_IP
C0252,P2520,HAS_PAYMENT_INSTRUMENT
C0252,P2521,HAS_PAYMENT_INSTRUMENT
C0253,D2530,USES_DEVICE
C0253,I0050,USES_IP
C0253,I2531,USES_IP
C0253,I2532,USES_IP
C0253,P2530,HAS_PAYMENT_INSTRUMENT
C0254,D2540,USES_DEVICE
C0254,D2541,USES_DEVICE
C0254,I2540,USES_IP
C0254,I2541,USES_IP
C0254,P2540,HAS_PAYMENT_INSTRUMENT
C0254,P2541,HAS_PAYMENT_INSTRUMENT
C0255,D2550,USES_DEVICE
C0255,D2551,USES_DEVICE
C0255,D2552,USES_DEVICE
C0255,I2550,USES_IP
C0255,P2550,HAS_PAYMENT_INSTRUMENT
C0255,P2551,HAS_PAYMENT_INSTRUMENT
C0256,D2560,USES_DEVICE
C0256,D2561,USES_DEVICE
C0256,I2560,USES_IP
C0256,P2560,HAS_PAYMENT_INSTRUMENT
C0257,D2570,USES_DEVICE
C0257,I2570,USES_IP
C0257,I2571,USES_IP
C0257,I2572,USES_IP
C0257,P2570,HAS_PAYMENT_INSTRUMENT
C0257,P2571,HAS_PAYMENT_INSTRUMENT
C0258,D2580,USES_DEVICE
C0258,I2580,USES_IP
C0258,I2581,USES_IP
C0258,P2580,HAS_PAYMENT_INSTRUMENT
C0259,D2590,USES_DEVICE
C0259,D2591,USES_DEVICE
C0259,D2592,USES_DEVICE
C0259,I2590,USES_IP
C0259,I2591,USES_IP
C0259,I2592,USES_IP
C0259,P2590,HAS_PAYMENT_INSTRUMENT
C0259,P2591,HAS_PAYMENT_INSTRUMENT
C0260,D2600,USES_DEVICE
C0260,D2601,USES_DEVICE
C0260,I0052,USES_IP
C0260,I2601,USES_IP
C0260,P2600,HAS_PAYMENT_INSTRUMENT
C0260,P2601,HAS_PAYMENT_INSTRUMENT
C0261,D2610,USES_DEVICE
C0261,I2610,USES_IP
C0261,P2610,HAS_PAYMENT_INSTRUMENT
C0262,D2620,USES_DEVICE
C0262,I2620,USES_IP
C0262,I2621,USES_IP
